"X020101"	"X020102"	"X020103"	"X020104"	"X020205"	"X020206"	"X020207"	"X020208"	"X020309"	"X020310"	"X020311"	"X020312"	"X040101"	"X040102"	"X040103"	"X040104"	"X040205"	"X040206"	"X040207"	"X040208"	"X040309"	"X040310"	"X040311"	"X040312"
"OTU_655"	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"OTU_659"	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_66"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
"OTU_663"	0	0	0	17	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"OTU_668"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_670"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_675"	0	2	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_676"	0	0	3	2	0	0	1	0	1	2	0	0	0	0	0	0	6	0	0	0	1	1	0	0
"OTU_677"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"OTU_679"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_680"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_682"	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	3	0	2	0
"OTU_683"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
"OTU_684"	1	2	3	5	4	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_688"	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_69"	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"OTU_693"	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_699"	0	28	3	15	6	6	3	3	3	6	2	1	0	0	0	0	0	0	0	0	1	0	0	0
"OTU_7"	0	27	5	1	1	3	3	10	11	45	15	11	1	0	37	2	0	5	0	0	0	9	0	0
"OTU_70"	0	37	0	1	0	5	8	0	0	1	0	1	40	5	14	0	8	2	0	0	10	0	581	11
"OTU_701"	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_707"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
"OTU_710"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"OTU_711"	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0
"OTU_716"	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"OTU_721"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
"OTU_722"	0	0	2	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0
"OTU_728"	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_729"	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OTU_73"	0	0	0	0	0	0	0	0	11	1	0	0	4	2	3	2621	0	0	0	3	0	3	0	0
"OTU_731"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
"OTU_735"	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_74"	0	2	0	8	0	0	65	10	25	7	6	73	12	0	7	1	0	0	1	2	0	2	0	0
"OTU_741"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_745"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OTU_749"	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_75"	0	8	0	0	7	0	2	0	0	0	0	0	6	1	0	1	5	0	3	0	66	5	0	3
"OTU_754"	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_758"	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_760"	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_769"	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_77"	5	21	66	10	127	11	13	49	8	93	1	0	2	28	13	40	24	2	3	1	58	0	899	0
"OTU_771"	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0
"OTU_773"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0
"OTU_774"	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0
"OTU_776"	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
"OTU_779"	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"OTU_781"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_786"	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_797"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
"OTU_798"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_8"	4	2	14	3	0	30	1	329	12	1	2	0	4137	21142	2276	669	30377	301	3390	557	20731	17148	1078	80019
"OTU_80"	0	477	4	98	96	9	13	7	10	5	10	4	5	81	17	653	9	3	9	1	65	120	14	12
"OTU_800"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"OTU_811"	0	3	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0
"OTU_812"	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_817"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	8	0	0	0
"OTU_819"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OTU_82"	0	0	0	3	0	56	10	6	1	0	0	0	0	0	0	1	4	2	0	0	0	1	470	13
"OTU_832"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	3	0	0	2
"OTU_835"	0	5	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
"OTU_84"	0	45	12	0	0	0	0	9	166	7	0	0	1	76	10	5	61	22	195	31	10	145	223	4
"OTU_842"	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
"OTU_845"	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_846"	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
"OTU_848"	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	0	0	1	0	2
"OTU_854"	0	0	0	0	0	1	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"OTU_855"	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_856"	0	0	0	3	2	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_858"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_860"	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_87"	0	0	0	0	0	0	0	0	0	0	0	0	1	1157	0	0	0	0	0	0	2	0	0	0
"OTU_874"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
"OTU_875"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_88"	7	438	35	120	333	171	45	13	69	43	17	4	1	0	0	0	0	0	0	0	0	0	0	0
"OTU_882"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"OTU_883"	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
"OTU_886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
"OTU_888"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_891"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	2	0	0
"OTU_894"	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_9"	25	13	0	0	454	6	4	0	0	1	0	8	2	23	4	0	0	7	1	1	10	0	0	0
"OTU_90"	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_901"	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
"OTU_903"	1	4	0	4	0	0	0	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"OTU_905"	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"OTU_920"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_928"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	3	0	0
"OTU_939"	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OTU_948"	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_95"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"OTU_950"	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_954"	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_957"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_958"	0	0	0	12	12	11	1	6	4	7	0	0	1	21	1	0	0	1	0	0	1	0	8	2
"OTU_969"	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	4	1	2	0
"OTU_97"	30	515	5	2	21	97	13	1	20	1	1	1	1	22	0	0	5	0	1	1	2	4	0	108
"OTU_98"	3	188	6	59	73	241	49	32	48	21	23	21	9	12	3	5	26	0	3	1	0	16	353	8
"OTU_980"	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_989"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_99"	3	4	46	52	108	23	10	12	2	2	91	3	2	6	16	2	5	0	1	0	0	2	0	2
"OTU_991"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_997"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
